Catalog,SMILES,SELFIES
S6172,COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43.COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43.O.O.O.O.O.O.O.O=S(=O)(O)O,[C][O][c][c][c][c][Branch1_3][Branch1_3][c][c][Ring1][Branch1_1][O][C][C][C][C][N][C][C][=C][C][O][C][C][C][Branch1_3][epsilon][=O][N][Ring1][#C][C][Ring1][N][C][Ring1][Branch1_2][C][Ring1][F][C][C][Ring1][=N][Ring1][=C][.][C][O][c][c][c][c][Branch1_3][Branch1_3][c][c][Ring1][Branch1_1][O][C][C][C][C][N][C][C][=C][C][O][C][C][C][Branch1_3][epsilon][=O][N][Ring1][#C][C][Ring1][N][C][Ring1][Branch1_2][C][Ring1][F][C][C][Ring1][=N][Ring1][=C][.][O][.][O][.][O][.][O][.][O][.][O][.][O][.][O][=S][Branch1_1][epsilon][=O][Branch1_3][epsilon][O][O]
S6228,O=C(O)c1cc2ccccc2[nH]1,[O][=C][Branch1_3][epsilon][O][c][c][c][c][c][c][c][c][Ring1][Branch1_1][nHexpl][Ring1][Branch2_1]
S6268,C=CCCC(=O)O,[C][=C][C][C][C][Branch1_3][epsilon][=O][O]
S6286,O=C(O)CC(CC(=O)O)C(=O)O,[O][=C][Branch1_3][epsilon][O][C][C][Branch1_3][Branch1_3][C][C][Branch1_3][epsilon][=O][O][C][Branch1_3][epsilon][=O][O]
S6404,NC(=O)c1ccccc1O,[N][C][Branch1_3][epsilon][=O][c][c][c][c][c][c][Ring1][Branch1_1][O]
S6410,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,[Cl][c][c][c][c][Branch2_3][epsilon][Branch1_2][C][n][c][Branch1_3][Branch2_2][C][N][C][C][C][C][Ring1][Ring2][n][c][c][c][c][c][c][Ring1][Branch1_1][Ring1][N][c][c][Ring2][epsilon][Ring1]
S6411,O=[N+]([O-])c1cncn1CCN1CCOCC1,[O][=N+expl][Branch1_3][epsilon][O-expl][c][c][n][c][n][Ring1][Ring2][C][C][N][C][C][O][C][C][Ring1][Branch1_1]
S6414,Cc1cccc(/C=N/Nc2cc(N3CCOCC3)nc(OCCc3ccccn3)n2)c1,[C][c][c][c][c][c][Branch2_3][epsilon][#N][/C][=N][/N][c][c][c][Branch1_3][Branch2_2][N][C][C][O][C][C][Ring1][Branch1_1][n][c][Branch1_3][O][O][C][C][c][c][c][c][c][n][Ring1][Branch1_1][n][Ring1][S][c][Ring2][epsilon][F]
S6415,CCCCc1nc(-c2ccc(OCCCN(CC)CC)cc2)cn1-c1ccc(Oc2ccc(Cl)cc2)cc1,[C][C][C][C][c][n][c][Branch2_3][epsilon][Ring1][-c][c][c][c][Branch1_3][O][O][C][C][C][N][Branch1_3][Ring1][C][C][C][C][c][c][Ring1][N][c][n][Ring1][#C][-c][c][c][c][Branch1_3][=O][O][c][c][c][c][Branch1_3][epsilon][Cl][c][c][Ring1][Branch1_2][c][c][Ring1][=O]
S6416,CCN(CC)C(=O)C(c1ccccc1)N1CCN(c2ccc(NC(=O)c3ccccc3-c3cccnc3)cc2F)CC1,[C][C][N][Branch1_3][Ring1][C][C][C][Branch1_3][epsilon][=O][C][Branch1_3][Branch2_2][c][c][c][c][c][c][Ring1][Branch1_1][N][C][C][N][Branch2_3][epsilon][=N][c][c][c][c][Branch2_3][epsilon][Ring1][N][C][Branch1_3][epsilon][=O][c][c][c][c][c][c][Ring1][Branch1_1][-c][c][c][c][n][c][Ring1][Branch1_1][c][c][Ring1][S][F][C][C][Ring2][epsilon][Branch2_2]
S6417,C(#Cc1nc2ncccc2nc1OCCN1CCCC1)c1ccccc1,[C][Branch2_3][epsilon][Branch1_3][#C][c][n][c][n][c][c][c][c][Ring1][Branch1_1][n][c][Ring1][Branch2_2][O][C][C][N][C][C][C][C][Ring1][Ring2][c][c][c][c][c][c][Ring1][Branch1_1]
S6418,CCN(CC)Cc1ccc(C(=O)N(CCc2ccccc2OC)C2CCNC2)cc1,[C][C][N][Branch1_3][Ring1][C][C][C][c][c][c][c][Branch2_3][epsilon][Branch2_1][C][Branch1_3][epsilon][=O][N][Branch1_3][=O][C][C][c][c][c][c][c][c][Ring1][Branch1_1][O][C][C][C][C][N][C][Ring1][Ring2][c][c][Ring2][epsilon][Branch1_1]
S6422,Cl.NCCNC(=O)c1ccc(Cl)cn1,[Cl][.][N][C][C][N][C][Branch1_3][epsilon][=O][c][c][c][c][Branch1_3][epsilon][Cl][c][n][Ring1][Branch1_2]
S6424,COc1ccc(C(=C2C(=O)Nc3ccccc32)c2ccc(OC)cc2)cc1,[C][O][c][c][c][c][Branch2_3][epsilon][=O][C][Branch1_3][C][=C][C][Branch1_3][epsilon][=O][N][c][c][c][c][c][c][Ring1][Branch1_1][Ring1][Branch2_2][c][c][c][c][Branch1_3][Ring1][O][C][c][c][Ring1][Branch1_3][c][c][Ring2][epsilon][Branch1_2]
S6433,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc(=O)c2c([nH]1)c(CCC)nn2C,[C][C][C][O][c][c][c][c][Branch1_3][#C][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][N][C][C][C][C][C][C][N][Ring1][Ring2][C][c][c][Ring1][C][-c][n][c][Branch1_3][epsilon][=O][c][c][Branch1_3][Ring2][nHexpl][Ring1][Branch1_2][c][Branch1_3][Ring2][C][C][C][n][n][Ring1][Branch2_1][C]
S6435,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,[c][c][c][c][c][Branch1_3][Ring2][c][Ring1][Branch1_1][S][c][c][c][c][c][c][Ring1][Branch1_1][N][Ring1][Branch2_3][C][C][C][N][C][C][C][Ring1][Branch1_1][C][C][Ring1][Branch1_1]
S6447,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,[C][C][Branch1_3][epsilon][C][N][C][C][Branch1_3][epsilon][O][C][O][c][c][c][c][c][nHexpl][c][c][c][c][c][c][Ring1][Branch1_1][c][Ring1][O][Ring1][Branch2_1]
S6452,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1.CS(=O)(=O)O,[C][C][Branch1_3][epsilon][C][N][c][c][c][c][n][c][Ring1][Branch1_1][N][C][C][N][Branch2_3][epsilon][Branch2_3][C][Branch1_3][epsilon][=O][c][c][c][c][c][Branch1_3][Branch2_3][N][S][Branch1_2][epsilon][C][Branch1_1][epsilon][=O][=O][c][c][c][Ring1][Branch2_3][nHexpl][Ring1][=O][C][C][Ring2][epsilon][Ring1][.][C][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][O]
S6457,CC(=O)OC(C)OC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1,[C][C][Branch1_3][epsilon][=O][O][C][Branch1_3][epsilon][C][O][C][Branch1_3][epsilon][=O][C][Branch1_3][epsilon][C][c][c][c][c][Branch1_3][Branch2_2][-c][c][c][c][c][c][Ring1][Branch1_1][c][Branch1_3][epsilon][F][c][Ring1][O]
S6462,COS(=O)(=O)[O-].COc1cc(N)cn[n+]1-c1ccccc1,[C][O][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][O-expl][.][C][O][c][c][c][Branch1_3][epsilon][N][c][n][n+expl][Ring1][Branch1_2][-c][c][c][c][c][c][Ring1][Branch1_1]
S6465,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,[O][=C][Branch1_3][epsilon][O][c][c][c][c][n][c][Branch1_3][=N][-c][c][c][Branch1_3][epsilon][Cl][c][c][Branch1_3][epsilon][Cl][c][Ring1][Branch1_3][o][c][Ring1][O][c][Ring1][#N]
S6468,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,[C][C][O][C][Branch1_3][epsilon][=O][C][Branch1_3][F][C][C][c][c][c][c][c][c][Ring1][Branch1_1][N][C][Branch1_3][epsilon][C][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Branch1_2][C][Branch1_3][epsilon][=O][O][C][C][C][C][C][C][C][Ring1][Branch1_1][Ring1][F]
S6469,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,[C][O][c][c][c][c][Branch1_3][S][C][N][Branch1_3][Branch2_1][C][C][N][Branch1_3][epsilon][C][C][c][n][c][c][c][n][Ring1][Branch1_1][c][c][Ring1][=C]
S6471,CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12,[C][C][N][Branch1_3][Ring1][C][C][C][C][N][c][c][c][c][Branch1_3][epsilon][C][c][s][c][c][c][c][c][c][Ring1][Branch1_1][c][Branch1_3][epsilon][=O][c][Ring1][=N][Ring1][Branch2_3]
S7000,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,[C][O][c][c][c][Branch1_3][#N][N][C][C][C][Branch1_3][Branch1_2][N][Branch1_3][epsilon][C][C][C][C][Ring1][Branch2_1][c][c][c][Ring1][N][N][c][n][c][c][Branch1_3][epsilon][Cl][c][Branch1_3][=C][N][c][c][c][c][c][c][Ring1][Branch1_1][P][Branch1_2][epsilon][C][Branch1_2][epsilon][C][=O][n][Ring1][C]
S7003,COc1cc2ncnc(Oc3ccc(CC(=O)Nc4cnn(C(C)C)c4)cc3)c2cc1OC,[C][O][c][c][c][n][c][n][c][Branch2_3][epsilon][=O][O][c][c][c][c][Branch1_3][=S][C][C][Branch1_3][epsilon][=O][N][c][c][n][n][Branch1_3][Branch1_2][C][Branch1_3][epsilon][C][C][c][Ring1][Branch1_3][c][c][Ring1][C][c][Ring2][epsilon][Branch1_2][c][c][Ring2][epsilon][Branch2_3][O][C]
S7006,COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC.Cl.Cl,[C][O][c][c][c][c][Branch2_3][epsilon][F][-c][c][c][n][c][c][n][Ring1][Ring2][c][Branch1_3][=N][N][c][n][c][c][c][c][Ring1][Branch1_1][C][Branch1_2][epsilon][N][=O][n][Ring1][=C][c][c][Ring2][epsilon][Branch1_2][O][C][.][Cl][.][Cl]
S7007,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,[C][n][c][n][c][c][Branch1_3][epsilon][F][c][Branch1_3][N][N][c][c][c][c][Branch1_3][epsilon][Br][c][c][Ring1][Branch1_2][F][c][Branch1_3][Branch2_3][C][Branch1_3][epsilon][=O][N][O][C][C][O][c][c][Ring2][epsilon][Ring2][Ring2][epsilon][Branch1_3]
S7008,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,[C][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][n][n][c][Branch1_3][O][-c][c][c][c][Branch1_3][epsilon][Cl][c][c][Ring1][Branch1_2][c][c][Branch1_3][epsilon][N][n][c][n][c][Ring1][Branch1_2][Ring1][#N]
S7009,CNC(C)C(=O)NC(C(=O)N1CCCC1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCCCC1,[C][N][C][Branch1_3][epsilon][C][C][Branch1_3][epsilon][=O][N][C][Branch2_3][epsilon][C][C][Branch1_3][epsilon][=O][N][C][C][C][C][Ring1][Ring2][c][n][c][Branch1_3][#N][C][Branch1_3][epsilon][=O][c][c][c][c][Branch1_3][epsilon][F][c][c][Ring1][Branch1_2][c][s][Ring1][=O][C][C][C][C][C][C][Ring1][Branch1_1]
S7010,CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)Nc1snnc1-c1ccccc1)C1CCCCC1,[C][N][C][Branch1_3][epsilon][C][C][Branch1_3][epsilon][=O][N][C][Branch2_3][epsilon][=O][C][Branch1_3][epsilon][=O][N][C][C][C][C][Ring1][Ring2][C][Branch1_3][epsilon][=O][N][c][s][n][n][c][Ring1][Ring2][-c][c][c][c][c][c][Ring1][Branch1_1][C][C][C][C][C][C][Ring1][Branch1_1]
S7014,Cc1ccc(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3-c3cn[nH]c3)c(F)c2)c(=O)n1-c1ccc(F)cc1,[C][c][c][c][c][Branch2_3][Ring1][Branch1_2][C][Branch1_3][epsilon][=O][N][c][c][c][c][Branch2_3][epsilon][Branch1_2][O][c][c][c][c][n][n][Branch1_3][epsilon][C][c][Ring1][Branch1_1][c][c][Ring1][Branch2_2][-c][c][n][nHexpl][c][Ring1][Ring2][c][Branch1_3][epsilon][F][c][Ring2][epsilon][Ring2][c][Branch1_3][epsilon][=O][n][Ring2][epsilon][N][-c][c][c][c][Branch1_3][epsilon][F][c][c][Ring1][Branch1_2]
S7015,CCC(NC(=O)C(C)NC)C(=O)N1CC(O)CC1Cc1c(-c2[nH]c3cc(F)ccc3c2CC2CC(O)CN2C(=O)C(CC)NC(=O)C(C)NC)[nH]c2cc(F)ccc12,[C][C][C][Branch1_3][O][N][C][Branch1_3][epsilon][=O][C][Branch1_3][epsilon][C][N][C][C][Branch1_3][epsilon][=O][N][C][C][Branch1_3][epsilon][O][C][C][Ring1][Branch1_1][C][c][c][Branch2_3][Ring1][Branch2_2][-c][nHexpl][c][c][c][Branch1_3][epsilon][F][c][c][c][Ring1][Branch1_2][c][Ring1][Branch2_2][C][C][C][C][Branch1_3][epsilon][O][C][N][Ring1][Branch1_1][C][Branch1_3][epsilon][=O][C][Branch1_3][Ring1][C][C][N][C][Branch1_3][epsilon][=O][C][Branch1_3][epsilon][C][N][C][nHexpl][c][c][c][Branch1_3][epsilon][F][c][c][c][Ring2][epsilon][S][Ring1][Branch1_2]
S7016,Cc1nc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc2n1C(C)C,[C][c][n][c][c][Branch1_3][O][-c][c][n][c][Branch1_3][epsilon][N][n][c][Ring1][Branch1_2][n][c][Branch1_3][Branch2_2][N][C][C][O][C][C][Ring1][Branch1_1][n][c][Ring1][=C][n][Ring2][epsilon][Ring1][C][Branch1_3][epsilon][C][C]
S7018,CC(C)(C)NS(=O)(=O)c1cncc(-c2cc(F)c3nc(N)nn3c2)c1,[C][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][N][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][c][c][n][c][c][Branch1_3][S][-c][c][c][Branch1_3][epsilon][F][c][n][c][Branch1_3][epsilon][N][n][n][Ring1][Branch1_1][c][Ring1][Branch2_3][c][Ring1][#N]
S7024,O=[N+]([O-])c1ccc2c(c1)S(=O)(=O)C=C2,[O][=N+expl][Branch1_3][epsilon][O-expl][c][c][c][c][c][Branch1_3][Ring2][c][Ring1][Branch1_1][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][C][=C][Ring1][Branch1_3]
S7025,CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O,[C][C][C][C][C][C][C][C][C][C][C][C][=C][Branch1_3][epsilon][O][C][Branch1_3][epsilon][=O][C][=C][Branch1_3][epsilon][O][C][Ring1][Branch2_1][=O]
S7028,CC(Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,[C][C][Branch1_3][=N][N][c][n][c][n][c][nHexpl][c][n][c][Ring1][Branch2_1][Ring1][Ring2][c][c][c][c][c][c][c][Branch1_3][epsilon][Cl][c][Ring1][Branch1_2][c][Branch1_3][epsilon][=O][n][Ring1][F][-c][c][c][c][c][c][Ring1][Branch1_1]
S7029,COC1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,[C][O][C][C][C][N][Branch2_3][epsilon][=N][C][Branch1_3][epsilon][=O][c][c][c][Branch1_3][#C][C][c][n][nHexpl][c][Branch1_3][epsilon][=O][c][c][c][c][c][c][Ring1][Branch2_3][Ring1][Branch1_1][c][c][c][Ring1][C][F][C][C][Ring2][epsilon][Branch2_1]
S7030,CCOc1cc(C(C)(C)C)ccc1C1=NC(C)(c2ccc(Cl)cc2)C(C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1,[C][C][O][c][c][c][Branch1_3][Branch2_2][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][C][c][c][c][Ring1][Branch2_2][C][=N][C][Branch1_2][epsilon][C][Branch1_3][O][c][c][c][c][Branch1_3][epsilon][Cl][c][c][Ring1][Branch1_2][C][Branch1_2][epsilon][C][Branch1_3][O][c][c][c][c][Branch1_3][epsilon][Cl][c][c][Ring1][Branch1_2][N][Ring1][S][C][Branch1_3][epsilon][=O][N][C][C][N][Branch1_3][O][C][C][C][S][Branch1_2][epsilon][C][Branch1_1][epsilon][=O][=O][C][C][Ring1][O]
S7033,Cc1cccc(CC(=O)N2CCc3c2ccc(-c2cn(C)c4ncnc(N)c24)c3F)n1,[C][c][c][c][c][c][Branch2_3][Ring1][epsilon][C][C][Branch1_3][epsilon][=O][N][C][C][c][c][Ring1][Ring2][c][c][c][Branch1_3][S][-c][c][n][Branch1_3][epsilon][C][c][n][c][n][c][Branch1_3][epsilon][N][c][Ring1][Branch2_3][Ring1][Branch1_2][c][Ring1][#N][F][n][Ring2][epsilon][F]
S7036,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1,[O][=C][Branch2_3][Ring1][Ring2][N][c][c][c][c][Branch2_3][epsilon][F][-c][c][c][n][c][Branch1_3][S][N][c][c][c][c][Branch1_3][Branch2_2][N][C][C][O][C][C][Ring1][Branch1_1][c][c][Ring1][F][n][Ring1][=C][c][c][Ring2][epsilon][Branch1_2][C][C][C][C][N][Ring1][Ring2]
S7037,Cc1cc(-c2ccc(CC(=O)Nc3ccc(-c4cccnc4)cc3)cc2)ccn1,[C][c][c][c][Branch2_3][epsilon][=C][-c][c][c][c][Branch2_3][epsilon][Branch1_2][C][C][Branch1_3][epsilon][=O][N][c][c][c][c][Branch1_3][Branch2_2][-c][c][c][c][n][c][Ring1][Branch1_1][c][c][Ring1][F][c][c][Ring2][epsilon][Ring1][c][c][n][Ring2][epsilon][Branch2_2]
S7038,CCC(C)C(NC(=O)C(C(C)CC)N(C)C(C)=O)C(=O)NC(=O)C(NC(CC(C)C)C(=O)C1(C)CO1)C(C)O,[C][C][C][Branch1_3][epsilon][C][C][Branch2_3][epsilon][Branch1_1][N][C][Branch1_3][epsilon][=O][C][Branch1_3][Branch1_3][C][Branch1_3][epsilon][C][C][C][N][Branch1_3][epsilon][C][C][Branch1_2][epsilon][C][=O][C][Branch1_3][epsilon][=O][N][C][Branch1_3][epsilon][=O][C][Branch2_3][epsilon][Ring2][N][C][Branch1_3][Branch1_3][C][C][Branch1_3][epsilon][C][C][C][Branch1_3][epsilon][=O][C][Branch1_3][epsilon][C][C][O][Ring1][Ring1][C][Branch1_3][epsilon][C][O]
S7039,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,[C][=C][C][Branch1_3][epsilon][=O][N][c][c][c][c][n][c][n][c][Branch1_3][=O][N][c][c][c][c][c][Branch1_3][epsilon][Br][c][Ring1][Branch1_2][c][Ring1][=O][c][Ring1][C]
S7040,CC(=O)N1CCN(CCOc2ccc(C3CCN(C4=Nn5c(nnc5C(F)(F)F)CC4)CC3)cc2)CC1,[C][C][Branch1_3][epsilon][=O][N][C][C][N][Branch2_3][Ring1][F][C][C][O][c][c][c][c][Branch2_3][epsilon][#N][C][C][C][N][Branch2_3][epsilon][Branch1_1][C][=N][n][c][Branch1_3][N][n][n][c][Ring1][Ring2][C][Branch1_2][epsilon][F][Branch1_3][epsilon][F][F][C][C][Ring1][O][C][C][Ring1][=C][c][c][Ring2][epsilon][Branch1_2][C][C][Ring2][epsilon][=N]
S7041,CN1CCCN(C(=O)c2cccc(-c3ccc(/C=C4/C(=O)Nc5ccc(Cl)cc54)o3)c2)CC1.Cl,[C][N][C][C][C][N][Branch2_3][Ring1][Branch1_3][C][Branch1_3][epsilon][=O][c][c][c][c][c][Branch2_3][epsilon][F][-c][c][c][c][Branch1_3][=S][/C][=C][/C][Branch1_3][epsilon][=O][N][c][c][c][c][Branch1_3][epsilon][Cl][c][c][Ring1][Branch1_2][Ring1][Branch2_3][o][Ring1][#N][c][Ring2][epsilon][Ring2][C][C][Ring2][epsilon][=O][.][Cl]
S7046,CC1CCC/C=C/C2CC(O)CC2C(O)/C=C/C(=O)O1,[C][C][C][C][C][/C][=C][/C][C][C][Branch1_3][epsilon][O][C][C][Ring1][Branch1_1][C][Branch1_3][epsilon][O][/C][=C][/C][Branch1_3][epsilon][=O][O][Ring1][=C]
S7049,COCC(NC(=O)c1cnc(C)s1)C(=O)NC(COC)C(=O)NC(Cc1ccccc1)C(=O)C1(C)CO1,[C][O][C][C][Branch1_3][#N][N][C][Branch1_3][epsilon][=O][c][c][n][c][Branch1_3][epsilon][C][s][Ring1][Branch1_1][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Ring2][C][O][C][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Branch2_3][C][c][c][c][c][c][c][Ring1][Branch1_1][C][Branch1_3][epsilon][=O][C][Branch1_3][epsilon][C][C][O][Ring1][Ring1]
S7050,CC1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,[C][C][C][O][C][C][N][Ring1][Branch1_1][c][c][c][Branch1_3][#N][C][Branch1_3][Branch2_2][S][Branch1_2][epsilon][C][Branch1_1][epsilon][=O][=O][C][C][Ring1][Branch1_2][n][c][Branch1_3][N][-c][c][c][c][c][nHexpl][c][c][c][Ring1][Branch2_1][Ring1][Ring2][n][Ring2][epsilon][Ring1]
S7051,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,[C][c][c][Branch2_3][epsilon][Branch1_1][N][C][Branch1_3][epsilon][=O][c][c][c][c][Branch1_3][Branch2_2][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][C][c][c][Ring1][Branch2_2][c][c][c][c][Ring1][=C][-c][c][n][Branch1_3][epsilon][C][c][Branch1_3][epsilon][=O][c][Branch2_3][epsilon][Branch1_1][N][c][c][c][c][Branch1_3][=O][C][Branch1_3][epsilon][=O][N][C][C][O][C][C][Ring1][Branch1_1][c][c][Ring1][=O][n][Ring2][epsilon][Ring2]
S7057,CC(Oc1ccc2[nH]nc(/C=C/c3cnn(CCO)c3)c2c1)c1c(Cl)cncc1Cl,[C][C][Branch2_3][epsilon][O][O][c][c][c][c][nHexpl][n][c][Branch1_3][=N][/C][=C][/c][c][n][n][Branch1_3][Ring2][C][C][O][c][Ring1][Branch1_3][c][Ring1][N][c][Ring1][=C][c][c][Branch1_3][epsilon][Cl][c][n][c][c][Ring1][Branch1_2][Cl]
S7060,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,[C][c][c][c][c][Branch2_3][epsilon][Branch2_1][-c][n][n][Branch1_3][Branch2_2][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][C][c][n][c][n][c][Branch1_3][epsilon][N][c][Ring1][=O][Ring1][Branch1_2][c][c][Ring1][#C]
S7063,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2,[O][=C][N][C][Branch1_3][epsilon][=O][C][Branch1_2][N][c][c][n][c][c][c][c][c][n][Ring1][Branch2_1][Ring1][Branch1_1][=C][Ring1][N][c][c][n][c][c][Branch1_3][O][c][c][Branch1_3][epsilon][F][c][c][Ring1][Branch2_2][Ring1][Branch1_2][C][N][Branch1_3][=O][C][Branch1_3][epsilon][=O][N][C][C][C][C][C][Ring1][Branch1_1][C][C][Ring1][#C]
S7065,O=C(c1cccc(Cl)c1F)N1CCN(Cc2cccc(Nc3nccs3)n2)CC1,[O][=C][Branch1_3][=O][c][c][c][c][c][Branch1_3][epsilon][Cl][c][Ring1][Branch1_2][F][N][C][C][N][Branch1_3][S][C][c][c][c][c][c][Branch1_3][Branch2_2][N][c][n][c][c][s][Ring1][Ring2][n][Ring1][F][C][C][Ring1][=C]
S7067,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,[C][N][C][C][C][Branch2_3][Ring1][O][C][O][c][c][n][c][Branch2_3][epsilon][=C][-c][c][c][c][c][Branch2_3][epsilon][Branch1_2][C][n][n][c][Branch1_3][=O][-c][c][c][c][c][Branch1_3][Ring1][C][#N][c][Ring1][Branch1_3][c][c][c][Ring1][=O][=O][c][Ring2][epsilon][Ring1][n][c][Ring2][epsilon][Branch2_2][C][C][Ring2][epsilon][C]
S7070,CCOC(=O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1.Cl,[C][C][O][C][Branch1_3][epsilon][=O][C][C][N][c][c][c][Branch1_3][#N][N][C][C][c][c][c][c][c][c][Ring1][Branch1_1][C][C][Ring1][Branch2_3][n][c][Branch1_3][Branch2_2][-c][c][c][c][c][n][Ring1][Branch1_1][n][Ring2][epsilon][Ring2][.][Cl]
S7071,CN1CCc2cc3c(cc2C1C1OC(=O)c2c1ccc1c2OCO1)OCO3,[C][N][C][C][c][c][c][c][Branch2_3][epsilon][Branch2_3][c][c][Ring1][Branch1_1][C][Ring1][Branch2_2][C][O][C][Branch1_3][epsilon][=O][c][c][Ring1][Branch1_1][c][c][c][c][Ring1][Branch1_1][O][C][O][Ring1][Ring2][O][C][O][Ring1][S]
S7077,CC(C)C1C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)N1C.O=C(O)C(F)(F)F,[C][C][Branch1_3][epsilon][C][C][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Branch2_3][C][C][C][N][C][Branch1_3][epsilon][=N][N][C][Branch1_3][epsilon][=O][N][C][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Branch1_3][C][C][Branch1_3][epsilon][=O][O][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Branch2_3][C][c][c][c][c][c][c][Ring1][Branch1_1][C][Branch1_3][epsilon][=O][N][Ring2][epsilon][#C][C][.][O][=C][Branch1_3][epsilon][O][C][Branch1_2][epsilon][F][Branch1_3][epsilon][F][F]
S7079,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)CC1OC(n2cc(Br)c3c(N)ncnc32)C(O)C1O,[C][C][Branch1_3][epsilon][C][N][Branch2_3][epsilon][Branch2_2][C][C][C][N][C][Branch1_3][epsilon][=O][N][c][c][c][c][Branch1_3][Branch2_2][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][C][c][c][Ring1][Branch2_2][C][C][O][C][Branch1_3][S][n][c][c][Branch1_3][epsilon][Br][c][c][Branch1_3][epsilon][N][n][c][n][c][Ring1][Branch1_2][Ring1][Branch2_3][C][Branch1_3][epsilon][O][C][Ring1][#N][O]
S7080,CN1CCN(c2ccc(Nc3cc(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)cn(C)c3=O)nc2)CC1,[C][N][C][C][N][Branch2_3][Ring2][Branch2_2][c][c][c][c][Branch2_3][Ring1][C][N][c][c][c][Branch2_3][epsilon][S][-c][c][c][c][c][Branch2_3][epsilon][Branch1_3][-n][c][c][c][c][c][Branch1_3][Branch1_2][C][C][C][Ring1][epsilon][c][c][Branch1_3][epsilon][F][c][Ring1][Branch2_2][c][Ring1][=O][=O][c][Ring1][S][C][O][c][n][Branch1_3][epsilon][C][c][Ring2][epsilon][F][=O][n][c][Ring2][epsilon][#C][C][C][Ring2][Ring1][Branch1_1]
